File,level,term_path,term_id,term_url,title,agrovoc
GACS-Crops-C422.csv,5,C422>C36>C425>C2057>C6002,C6002,http://id.agrisemantics.org/gacs/C6002,- - - - Aubergines,http://aims.fao.org/aos/agrovoc/c_8998
GACS-Crops-C422.csv,5,C422>C36>C425>C2057>C815,C815,http://id.agrisemantics.org/gacs/C815,- - - - Tomatoes,http://aims.fao.org/aos/agrovoc/c_7805
GACS-Crops-C422.csv,5,C422>C36>C425>C2057>C9275,C9275,http://id.agrisemantics.org/gacs/C9275,- - - - Cucurbit vegetables,http://aims.fao.org/aos/agrovoc/c_2006
GACS-Crops-C422.csv,6,C422>C36>C425>C2057>C9275>C18853,C18853,http://id.agrisemantics.org/gacs/C18853,- - - - - Cucurbita maxima,http://aims.fao.org/aos/agrovoc/c_2009
GACS-Crops-C422.csv,6,C422>C36>C425>C2057>C9275>C21185,C21185,http://id.agrisemantics.org/gacs/C21185,- - - - - Squashes,http://aims.fao.org/aos/agrovoc/c_37735
GACS-Crops-C422.csv,7,C422>C36>C425>C2057>C9275>C21185>C12554,C12554,http://id.agrisemantics.org/gacs/C12554,- - - - - - Marrows,http://aims.fao.org/aos/agrovoc/c_12414
GACS-Crops-C422.csv,7,C422>C36>C425>C2057>C9275>C21185>C15493,C15493,http://id.agrisemantics.org/gacs/C15493,- - - - - - Pumpkins,http://aims.fao.org/aos/agrovoc/c_6369
GACS-Crops-C422.csv,6,C422>C36>C425>C2057>C9275>C21736,C21736,http://id.agrisemantics.org/gacs/C21736,- - - - - Cucurbita moschata,http://aims.fao.org/aos/agrovoc/c_2011
GACS-Crops-C422.csv,6,C422>C36>C425>C2057>C9275>C2762,C2762,http://id.agrisemantics.org/gacs/C2762,- - - - - Cucumbers,http://aims.fao.org/aos/agrovoc/c_10195
GACS-Crops-C422.csv,6,C422>C36>C425>C2057>C9275>C28250,C28250,http://id.agrisemantics.org/gacs/C28250,- - - - - Lagenaria siceraria,http://aims.fao.org/aos/agrovoc/c_4154
GACS-Crops-C422.csv,5,C422>C36>C425>C2057>C9860,C9860,http://id.agrisemantics.org/gacs/C9860,- - - - Okras,http://aims.fao.org/aos/agrovoc/c_12920
GACS-Crops-C422.csv,4,C422>C36>C425>C5073,C5073,http://id.agrisemantics.org/gacs/C5073,- - - Mushrooms,
GACS-Crops-C422.csv,3,C422>C36>C5396,C5396,http://id.agrisemantics.org/gacs/C5396,- - Nut crops,http://aims.fao.org/aos/agrovoc/c_5266
GACS-Crops-C422.csv,4,C422>C36>C5396>C2033,C2033,http://id.agrisemantics.org/gacs/C2033,- - - Groundnuts,http://aims.fao.org/aos/agrovoc/c_11368
GACS-Crops-C422.csv,3,C422>C36>C557,C557,http://id.agrisemantics.org/gacs/C557,- - Fruit crops,http://aims.fao.org/aos/agrovoc/c_3120
GACS-Crops-C422.csv,4,C422>C36>C557>C2471,C2471,http://id.agrisemantics.org/gacs/C2471,- - - Small fruits,http://aims.fao.org/aos/agrovoc/c_7151
GACS-Crops-C422.csv,5,C422>C36>C557>C2471>C1220,C1220,http://id.agrisemantics.org/gacs/C1220,- - - - Grapes,http://aims.fao.org/aos/agrovoc/c_3359
