level,term_path,term_id,term_url,title,agrovoc
4,c_6211>c_3049>c_16203>c_8427,c_8427,http://aims.fao.org/aos/agrovoc/c_8427,- - - Wood panels,
5,c_6211>c_3049>c_16203>c_8427>c_16567,c_16567,http://aims.fao.org/aos/agrovoc/c_16567,- - - - Laminated wood,
5,c_6211>c_3049>c_16203>c_8427>c_26762,c_26762,http://aims.fao.org/aos/agrovoc/c_26762,- - - - Blockboard,
5,c_6211>c_3049>c_16203>c_8427>c_2878,c_2878,http://aims.fao.org/aos/agrovoc/c_2878,- - - - Fibreboards,
5,c_6211>c_3049>c_16203>c_8427>c_32409,c_32409,http://aims.fao.org/aos/agrovoc/c_32409,- - - - Composite board,
5,c_6211>c_3049>c_16203>c_8427>c_5600,c_5600,http://aims.fao.org/aos/agrovoc/c_5600,- - - - Particle boards,
5,c_6211>c_3049>c_16203>c_8427>c_6033,c_6033,http://aims.fao.org/aos/agrovoc/c_6033,- - - - Plywood,
4,c_6211>c_3049>c_16203>c_8430,c_8430,http://aims.fao.org/aos/agrovoc/c_8430,- - - Wood residues,
5,c_6211>c_3049>c_16203>c_8430>c_6827,c_6827,http://aims.fao.org/aos/agrovoc/c_6827,- - - - Sawdust,
5,c_6211>c_3049>c_16203>c_8430>c_8423,c_8423,http://aims.fao.org/aos/agrovoc/c_8423,- - - - Wood chips,
4,c_6211>c_3049>c_16203>c_8431,c_8431,http://aims.fao.org/aos/agrovoc/c_8431,- - - Wood wool,
3,c_6211>c_3049>c_5211,c_5211,http://aims.fao.org/aos/agrovoc/c_5211,- - Nonwood forest products,
4,c_6211>c_3049>c_5211>c_4214,c_4214,http://aims.fao.org/aos/agrovoc/c_4214,- - - Latex,
3,c_6211>c_3049>c_802,c_802,http://aims.fao.org/aos/agrovoc/c_802,- - Bamboos,
3,c_6211>c_3049>c_822,c_822,http://aims.fao.org/aos/agrovoc/c_822,- - Bark products,
4,c_6211>c_3049>c_822>c_1895,c_1895,http://aims.fao.org/aos/agrovoc/c_1895,- - - Cork,
3,c_6211>c_3049>c_8417,c_8417,http://aims.fao.org/aos/agrovoc/c_8417,- - Withies,
3,c_6211>c_3049>c_8421,c_8421,http://aims.fao.org/aos/agrovoc/c_8421,- - Wood,
4,c_6211>c_3049>c_8421>c_15529,c_15529,http://aims.fao.org/aos/agrovoc/c_15529,- - - Apitong,
4,c_6211>c_3049>c_8421>c_24890,c_24890,http://aims.fao.org/aos/agrovoc/c_24890,- - - Reaction wood,
4,c_6211>c_3049>c_8421>c_28041,c_28041,http://aims.fao.org/aos/agrovoc/c_28041,- - - Branchwood,
4,c_6211>c_3049>c_8421>c_28060,c_28060,http://aims.fao.org/aos/agrovoc/c_28060,- - - Deadwood,
4,c_6211>c_3049>c_8421>c_28064,c_28064,http://aims.fao.org/aos/agrovoc/c_28064,- - - Extract wood,
4,c_6211>c_3049>c_8421>c_28094,c_28094,http://aims.fao.org/aos/agrovoc/c_28094,- - - Improved wood,
4,c_6211>c_3049>c_8421>c_28157,c_28157,http://aims.fao.org/aos/agrovoc/c_28157,- - - Stemwood,
4,c_6211>c_3049>c_8421>c_28158,c_28158,http://aims.fao.org/aos/agrovoc/c_28158,- - - Structural timber,
5,c_6211>c_3049>c_8421>c_28158>c_14330,c_14330,http://aims.fao.org/aos/agrovoc/c_14330,- - - - Sleepers,
5,c_6211>c_3049>c_8421>c_28158>c_5937,c_5937,http://aims.fao.org/aos/agrovoc/c_5937,- - - - Mine timber,
4,c_6211>c_3049>c_8421>c_3137,c_3137,http://aims.fao.org/aos/agrovoc/c_3137,- - - Fuelwood,
4,c_6211>c_3049>c_8421>c_3495,c_3495,http://aims.fao.org/aos/agrovoc/c_3495,- - - Hardwood,
4,c_6211>c_3049>c_8421>c_3518,c_3518,http://aims.fao.org/aos/agrovoc/c_3518,- - - Heartwood,
4,c_6211>c_3049>c_8421>c_4066,c_4066,http://aims.fao.org/aos/agrovoc/c_4066,- - - Juvenile wood,
4,c_6211>c_3049>c_8421>c_6365,c_6365,http://aims.fao.org/aos/agrovoc/c_6365,- - - Pulpwood,
4,c_6211>c_3049>c_8421>c_6672,c_6672,http://aims.fao.org/aos/agrovoc/c_6672,- - - Roundwood,
5,c_6211>c_3049>c_8421>c_6672>c_15252,c_15252,http://aims.fao.org/aos/agrovoc/c_15252,- - - - Walking sticks,
5,c_6211>c_3049>c_8421>c_6672>c_3484,c_3484,http://aims.fao.org/aos/agrovoc/c_3484,- - - - Handle stocks,
5,c_6211>c_3049>c_8421>c_6672>c_4420,c_4420,http://aims.fao.org/aos/agrovoc/c_4420,- - - - Logs,
6,c_6211>c_3049>c_8421>c_6672>c_4420>c_6829,c_6829,http://aims.fao.org/aos/agrovoc/c_6829,- - - - - Sawlogs,
6,c_6211>c_3049>c_8421>c_6672>c_4420>c_8183,c_8183,http://aims.fao.org/aos/agrovoc/c_8183,- - - - - Veneer logs,
